ticket_id,created_at,first_response_minutes,resolved_at,resolution_hours,priority,sla_frt_limit_mins,sla_resolve_limit_days,category,channel,agent,team,escalated,escalation_type,escalation_tier,reopened
TKT-0270,2024-10-28 18:51:00,54.0,2024-11-04 11:51:00,161.0,low,45,7,Network,Email,Agent_Chen,T2,Yes,Manager,T1>T2,No
TKT-0183,2024-07-18 17:44:00,25.5,20/07/2024 01:38,31.9,critical,15,1,Billing,Chat,Agent_Brown,T1,No,,,No
TKT-0059,2024-08-12 16:28:00,36.2,20/08/2024 12:04,187.6,low,45,7,Network,Chat,Agent_Patel,T1,No,,,Yes
TKT-0040,2024-09-27 12:35:00,64.4,28/09/2024 21:11,32.6,medium,40,3,Billing,Email,Agent_Patel,T1,No,,,No
TKT-0064,04/02/2024 08:55,11.1,05/02/2024 01:13,16.3,medium,40,3,Billing,Chat,Agent_Chen,T1,Yes,Internal,T2>T3,No
TKT-0429,07/07/2024 09:48,32.7,2024-07-11 20:12:00,106.4,medium,40,3,Account,Chat,Agent_Jones,T2,No,,,Yes
TKT-0389,06-19-2024 11:08:00,30.2,20/06/2024 21:08,34.0,high,40,3,Billing,Portal,Agent_Ali,T1,No,,,No
TKT-0356,26/11/2024 08:19,28.6,11-30-2024 20:01:00,107.7,medium,40,3,Billing,Portal,Agent_Patel,T1,Yes,Customer Requested,T2>T3,No
TKT-0067,08/03/2024 17:36,22.4,17/03/2024 01:48,200.2,low,45,7,Technical,Email,Agent_Smith,T1,Yes,Manager,T1>T2,No
TKT-0246,04-01-2024 12:00:00,68.1,04-01-2024 22:30:00,10.5,critical,15,1,Network,Chat,Agent_Jones,T2,No,,,No
TKT-0192,14/11/2024 16:01,36.8,11-15-2024 21:37:00,29.6,high,40,3,Technical,Chat,Agent_Sharma,T1,No,,,No
TKT-0020,07-13-2024 12:29:00,76.4,07-20-2024 23:41:00,179.2,low,45,7,Billing,Email,Agent_Brown,T1,No,,,No
TKT-0216,27/11/2024 13:00,22.7,12-05-2024 14:54:00,193.9,low,45,7,Hardware,Email,Agent_Kumar,T1,No,,,No
TKT-0322,08-28-2024 12:21:00,23.4,08-31-2024 02:51:00,62.5,high,40,3,Billing,Email,Agent_Jones,T1,No,,,No
TKT-0448,12-13-2024 17:31:00,21.8,2024-12-14 02:55:00,9.4,high,40,3,Hardware,Phone,Agent_Brown,T2,Yes,Customer Requested,T1>T2,No
TKT-0066,12-08-2024 15:13:00,29.4,2024-12-10 21:55:00,54.7,medium,40,3,Account,Phone,Agent_Jones,T3,No,,,No
TKT-0082,15/05/2024 15:18,9.0,05-16-2024 22:54:00,31.6,medium,40,3,Hardware,Email,Agent_Brown,T2,No,,,Yes
TKT-0357,01-18-2024 17:23:00,71.9,,,low,45,7,Billing,Portal,Agent_Jones,T2,Yes,Internal,T1>T3,Yes
TKT-0049,2024-11-02 13:31:00,9.5,03/11/2024 04:25,14.9,medium,40,3,Technical,Portal,Agent_Ali,T1,No,,,Yes
TKT-0417,06-09-2024 14:20:00,35.4,09/06/2024 23:56,9.6,low,45,7,Technical,Email,Agent_Chen,T2,No,,,No
TKT-0116,2024-10-14 08:07:00,89.4,15/10/2024 16:19,32.2,high,40,3,Hardware,Chat,Agent_Smith,T3,No,,,Yes
TKT-0079,26/03/2024 14:31,,03-28-2024 21:43:00,55.2,medium,40,3,Technical,Email,Agent_Ali,T2,No,,,No
TKT-0351,2024-09-11 12:49:00,,09-13-2024 20:49:00,56.0,medium,40,3,Billing,Portal,Agent_Kumar,T3,No,,,No
TKT-0320,2024-08-21 08:46:00,41.2,08-22-2024 20:46:00,36.0,low,45,7,Technical,Email,Agent_Jones,T1,No,,,No
TKT-0494,18/02/2024 16:43,54.6,02-22-2024 11:13:00,90.5,low,45,7,Account,Email,Agent_Chen,T3,No,,,No
TKT-0204,08-30-2024 18:07:00,18.8,31/08/2024 16:01,21.9,high,40,3,Billing,Email,Agent_Smith,T2,No,,,No
TKT-0383,15/08/2024 11:54,16.8,2024-08-16 06:00:00,18.1,medium,40,3,Billing,Portal,Agent_Patel,T1,No,,,Yes
TKT-0022,04-17-2024 18:17:00,54.6,2024-04-23 03:35:00,129.3,low,45,7,Technical,Email,Agent_Chen,T2,No,,,No
TKT-0136,2024-04-01 17:16:00,18.7,02/04/2024 01:22,8.1,medium,40,3,Technical,Email,Agent_Patel,T1,No,,,No
TKT-0224,05-04-2024 15:36:00,92.0,2024-05-05 03:00:00,11.4,medium,40,3,Account,Portal,Agent_Patel,T1,Yes,Manager,T1>T3,No
TKT-0282,2024-05-17 17:02:00,5.6,05-21-2024 20:02:00,99.0,medium,40,3,Technical,Phone,Agent_Smith,T1,No,,,No
TKT-0280,01-14-2024 09:14:00,15.9,01-16-2024 12:14:00,51.0,high,40,3,Account,Chat,Agent_Sharma,T2,No,,,No
TKT-0278,2024-08-12 09:38:00,17.2,08-14-2024 21:38:00,60.0,medium,40,3,Account,Portal,Agent_Kumar,T3,No,,,No
TKT-0298,09-05-2024 09:01:00,40.6,09-10-2024 07:01:00,118.0,low,45,7,Account,Email,Agent_Kumar,T2,No,,,No
TKT-0146,07-28-2024 13:25:00,52.1,08-02-2024 15:25:00,122.0,low,45,7,Network,Portal,Agent_Kumar,T2,No,,,No
TKT-0057,19/12/2024 11:45,38.6,12-19-2024 18:33:00,6.8,low,45,7,Billing,Phone,Agent_Brown,T2,No,,,Yes
TKT-0030,10-17-2024 13:13:00,37.4,10-21-2024 04:31:00,87.3,low,45,7,Network,Phone,Agent_Patel,T2,Yes,Manager,T1>T2,Yes
TKT-0447,08-08-2024 09:18:00,8.6,08-08-2024 15:48:00,6.5,critical,15,1,Billing,Phone,Agent_Patel,T1,No,,,No
TKT-0181,27/07/2024 13:34,85.7,07-29-2024 13:34:00,48.0,medium,40,3,Network,Portal,Agent_Smith,T1,No,,,No
TKT-0405,2024-07-24 14:43:00,65.5,07-28-2024 20:13:00,101.5,medium,40,3,Technical,Phone,Agent_Ali,T1,No,,,No
TKT-0131,2024-04-24 08:42:00,13.2,,,medium,40,3,Account,Phone,Agent_Kumar,T2,No,,,No
TKT-0015,12/07/2024 09:35,35.6,18/07/2024 18:35,153.0,low,45,7,Billing,Phone,Agent_Kumar,T1,No,,,No
TKT-0173,2024-08-18 12:48:00,21.3,19/08/2024 09:12,20.4,medium,40,3,Billing,Chat,Agent_Ali,T2,No,,,No
TKT-0250,22/02/2024 08:36,34.7,27/02/2024 01:36,113.0,high,40,3,Account,Chat,Agent_Ali,T1,No,,,No
TKT-0194,2024-02-12 18:27:00,11.3,2024-02-16 11:45:00,89.3,medium,40,3,Billing,Chat,Agent_Ali,T2,No,,,No
TKT-0294,22/09/2024 13:39,,25/09/2024 07:33,65.9,medium,40,3,Account,Phone,Agent_Ali,T1,No,,,No
TKT-0374,25/08/2024 12:41,10.7,2024-08-27 03:47:00,39.1,high,40,3,Technical,Chat,Agent_Brown,T1,No,,,No
TKT-0157,2024-06-20 09:52:00,38.0,21/06/2024 18:04,32.2,high,40,3,Technical,Email,Agent_Kumar,T3,Yes,Manager,T2>T3,No
TKT-0300,06-08-2024 16:00:00,89.7,2024-06-10 17:48:00,49.8,low,45,7,Hardware,Phone,Agent_Ali,T1,Yes,Internal,T2>T3,Yes
TKT-0199,08-28-2024 08:47:00,9.6,,,high,40,3,Billing,Phone,Agent_Smith,T1,Yes,Internal,T1>T3,Yes
TKT-0233,2024-09-08 15:50:00,23.4,12/09/2024 12:14,92.4,medium,40,3,Account,Email,Agent_Brown,T1,No,,,No
TKT-0293,2024-08-24 14:03:00,,08-25-2024 07:39:00,17.6,high,40,3,Technical,Chat,Agent_Smith,T1,Yes,Customer Requested,T2>T3,No
TKT-0439,20/08/2024 13:10,91.4,2024-08-24 20:16:00,103.1,high,40,3,Billing,Email,Agent_Patel,T2,Yes,Customer Requested,T1>T3,No
TKT-0343,06-02-2024 18:27:00,72.8,06-10-2024 04:45:00,178.3,low,45,7,Billing,Portal,Agent_Sharma,T1,No,,,No
TKT-0243,09-04-2024 12:46:00,13.8,09-05-2024 05:16:00,16.5,critical,15,1,Account,Phone,Agent_Sharma,T2,No,,,No
TKT-0169,12-07-2024 16:35:00,36.3,2024-12-10 11:29:00,66.9,low,45,7,Billing,Email,Agent_Jones,T1,No,,,Yes
TKT-0080,2024-04-19 14:57:00,15.9,04-22-2024 05:57:00,63.0,low,45,7,Technical,Portal,Agent_Brown,T1,No,,,Yes
TKT-0086,04/10/2024 08:47,38.9,10-08-2024 20:17:00,107.5,medium,40,3,Billing,Chat,Agent_Ali,T2,Yes,Customer Requested,T1>T3,No
TKT-0249,05/03/2024 18:55,52.7,,,critical,15,1,Hardware,Portal,Agent_Ali,T1,No,,,No
TKT-0368,08-20-2024 13:43:00,9.0,2024-08-20 22:37:00,8.9,critical,15,1,Billing,Portal,Agent_Jones,T2,No,,,No
TKT-0065,06/02/2024 16:15,68.0,,,low,45,7,Technical,Chat,Agent_Jones,T1,No,,,No
TKT-0425,27/01/2024 12:38,8.4,01-31-2024 19:44:00,103.1,low,45,7,Technical,Portal,Agent_Patel,T1,No,,,No
TKT-0120,05/07/2024 08:57,16.7,2024-07-07 14:57:00,54.0,medium,40,3,Account,Email,Agent_Sharma,T2,Yes,Manager,T1>T3,No
TKT-0437,2024-03-13 18:01:00,,20/03/2024 10:37,160.6,low,45,7,Billing,Email,Agent_Smith,T2,No,,,No
TKT-0156,09-20-2024 18:40:00,28.3,2024-09-21 16:16:00,21.6,low,45,7,Billing,Phone,Agent_Patel,T1,No,,,No
TKT-0267,01-17-2024 11:18:00,7.7,18/01/2024 01:36,14.3,high,40,3,Network,Chat,Agent_Kumar,T1,No,,,Yes
TKT-0144,2024-11-15 13:42:00,24.0,,,medium,40,3,Technical,Chat,Agent_Smith,T1,No,,,No
TKT-0117,2024-12-19 10:34:00,28.4,12-21-2024 22:10:00,59.6,high,40,3,Billing,Email,Agent_Ali,T1,No,,,No
TKT-0029,2024-07-24 12:04:00,47.1,2024-07-28 02:58:00,86.9,medium,40,3,Billing,Email,Agent_Brown,T1,Yes,Customer Requested,T1>T2,No
TKT-0392,06-17-2024 10:50:00,81.2,06-20-2024 04:26:00,65.6,medium,40,3,Network,Email,Agent_Ali,T1,No,,,Yes
TKT-0253,28/02/2024 09:25,,29/02/2024 02:49,17.4,high,40,3,Account,Email,Agent_Smith,T3,No,,,No
TKT-0251,28/08/2024 15:28,74.1,2024-09-05 16:04:00,192.6,low,45,7,Billing,Phone,Agent_Brown,T1,No,,,No
TKT-0025,05/05/2024 10:29,36.6,05-06-2024 11:41:00,25.2,medium,40,3,Network,Portal,Agent_Patel,T2,No,,,No
TKT-0171,09-15-2024 14:53:00,37.0,09-18-2024 02:41:00,59.8,high,40,3,Billing,Chat,Agent_Patel,T2,No,,,No
TKT-0396,2024-03-08 08:22:00,12.2,03-11-2024 03:52:00,67.5,critical,15,1,Billing,Phone,Agent_Brown,T2,No,,,No
TKT-0062,2024-10-28 11:00:00,36.1,01/11/2024 06:24,91.4,low,45,7,Billing,Portal,Agent_Jones,T2,No,,,No
TKT-0241,06-10-2024 09:47:00,74.6,11/06/2024 06:17,20.5,critical,15,1,Technical,Portal,Agent_Chen,T2,No,,,No
TKT-0193,2024-10-30 17:42:00,,10-30-2024 21:54:00,4.2,critical,15,1,Technical,Email,Agent_Brown,T2,Yes,Manager,T1>T3,No
TKT-0103,03-21-2024 15:53:00,33.3,,,medium,40,3,Billing,Portal,Agent_Brown,T2,No,,,No
TKT-0007,04-11-2024 18:44:00,24.8,04-12-2024 06:20:00,11.6,low,45,7,Hardware,Phone,Agent_Jones,T3,Yes,Manager,T1>T3,No
TKT-0269,04-29-2024 12:50:00,65.7,04-30-2024 21:20:00,32.5,medium,40,3,Technical,Chat,Agent_Sharma,T1,No,,,No
TKT-0071,08-27-2024 08:43:00,22.4,29/08/2024 10:55,50.2,high,40,3,Technical,Email,Agent_Smith,T1,Yes,Internal,T2>T3,No
TKT-0017,2024-10-22 11:45:00,31.2,10-26-2024 00:03:00,84.3,medium,40,3,Technical,Email,Agent_Brown,T2,No,,,No
TKT-0128,2024-02-25 14:55:00,11.5,,,high,40,3,Account,Chat,Agent_Sharma,T1,No,,,No
TKT-0481,02-16-2024 17:38:00,66.5,17/02/2024 13:38,20.0,medium,40,3,Technical,Phone,Agent_Chen,T2,No,,,No
TKT-0048,2024-10-03 16:58:00,8.5,,,medium,40,3,Account,Email,Agent_Chen,T1,Yes,Internal,T1>T3,Yes
TKT-0402,2024-09-14 11:39:00,6.6,15/09/2024 06:03,18.4,critical,15,1,Billing,Email,Agent_Sharma,T1,No,,,No
TKT-0329,08-10-2024 09:48:00,12.8,08-14-2024 18:48:00,105.0,medium,40,3,Account,Phone,Agent_Chen,T3,No,,,No
TKT-0499,07-19-2024 10:38:00,7.1,19/07/2024 14:38,4.0,critical,15,1,Hardware,Chat,Agent_Jones,T1,No,,,No
TKT-0469,2024-03-16 11:06:00,31.4,25/03/2024 02:30,207.4,low,45,7,Account,Portal,Agent_Brown,T2,Yes,Customer Requested,T1>T3,No
TKT-0326,09-06-2024 16:02:00,,,,high,40,3,Hardware,Email,Agent_Chen,T2,Yes,Manager,T1>T3,No
TKT-0018,24/01/2024 18:14,19.2,25/01/2024 00:02,5.8,medium,40,3,Network,Chat,Agent_Patel,T1,No,,,No
TKT-0195,24/08/2024 10:03,14.8,2024-08-28 08:51:00,94.8,medium,40,3,Billing,Email,Agent_Chen,T2,No,,,No
TKT-0019,2024-02-10 11:55:00,78.3,2024-02-11 10:37:00,22.7,medium,40,3,Hardware,Portal,Agent_Sharma,T1,No,,,No
TKT-0175,05/09/2024 18:15,23.5,2024-09-10 07:27:00,109.2,medium,40,3,Technical,Chat,Agent_Patel,T2,No,,,No
TKT-0342,02-07-2024 15:22:00,31.7,02-11-2024 01:52:00,82.5,medium,40,3,Account,Chat,Agent_Chen,T3,No,,,No
TKT-0072,26/11/2024 09:03,51.7,2024-11-30 07:33:00,94.5,low,45,7,Network,Email,Agent_Chen,T1,Yes,Customer Requested,T1>T2,No
TKT-0152,23/10/2024 17:41,27.0,2024-10-29 13:35:00,139.9,low,45,7,Technical,Phone,Agent_Chen,T1,Yes,Manager,T1>T2,Yes
TKT-0346,02-24-2024 11:24:00,59.8,28/02/2024 16:06,100.7,medium,40,3,Technical,Chat,Agent_Chen,T2,No,,,No
TKT-0147,2024-05-31 16:08:00,22.7,04/06/2024 03:50,83.7,medium,40,3,Account,Phone,Agent_Jones,T2,Yes,Manager,T1>T3,No
TKT-0453,04/01/2024 15:47,96.1,01-05-2024 01:47:00,10.0,medium,40,3,Billing,Portal,Agent_Kumar,T1,Yes,Internal,T1>T2,No
TKT-0332,2024-01-24 13:50:00,49.0,2024-01-29 10:32:00,116.7,high,40,3,Technical,Phone,Agent_Kumar,T1,No,,,No
TKT-0477,2024-06-04 12:37:00,85.5,10/06/2024 23:43,155.1,low,45,7,Account,Phone,Agent_Brown,T1,No,,,Yes
TKT-0444,14/08/2024 18:27,24.8,08-15-2024 20:09:00,25.7,medium,40,3,Network,Chat,Agent_Kumar,T1,Yes,Internal,T1>T3,No
TKT-0167,2024-10-12 11:58:00,20.6,13/10/2024 18:40,30.7,medium,40,3,Billing,Phone,Agent_Chen,T2,Yes,Manager,T1>T3,No
TKT-0206,07-07-2024 10:38:00,,09/07/2024 20:32,57.9,low,45,7,Hardware,Phone,Agent_Chen,T3,No,,,No
TKT-0011,20/03/2024 11:48,40.2,2024-03-24 01:18:00,85.5,low,45,7,Account,Email,Agent_Jones,T1,No,,,No
TKT-0028,27/04/2024 08:51,84.3,2024-04-28 20:15:00,35.4,medium,40,3,Technical,Phone,Agent_Ali,T1,No,,,No
TKT-0474,25/11/2024 18:39,9.8,26/11/2024 15:33,20.9,high,40,3,Billing,Chat,Agent_Sharma,T1,No,,,No
TKT-0201,2024-02-05 18:02:00,27.0,2024-02-05 20:20:00,2.3,medium,40,3,Technical,Phone,Agent_Patel,T1,No,,,No
TKT-0162,10-21-2024 11:45:00,19.2,22/10/2024 07:33,19.8,medium,40,3,Hardware,Email,Agent_Smith,T2,No,,,No
TKT-0115,14/08/2024 16:45,26.8,15/08/2024 20:51,28.1,medium,40,3,Network,Chat,Agent_Jones,T3,No,,,No
TKT-0456,08/12/2024 13:04,34.7,12-09-2024 22:16:00,33.2,medium,40,3,Technical,Portal,Agent_Sharma,T3,No,,,No
TKT-0122,02-22-2024 13:49:00,,02-25-2024 08:19:00,66.5,high,40,3,Billing,Portal,Agent_Smith,T1,Yes,Internal,T1>T3,No
TKT-0235,12-20-2024 11:19:00,23.4,12-21-2024 07:07:00,19.8,low,45,7,Technical,Phone,Agent_Jones,T1,Yes,Internal,T1>T3,No
TKT-0126,06-19-2024 14:51:00,19.2,2024-06-20 23:15:00,32.4,medium,40,3,Technical,Chat,Agent_Kumar,T1,Yes,Customer Requested,T1>T2,No
TKT-0438,28/09/2024 11:24,,01/10/2024 00:42,61.3,high,40,3,Hardware,Phone,Agent_Brown,T2,Yes,Manager,T1>T3,No
TKT-0289,05-27-2024 18:25:00,,06-03-2024 14:43:00,164.3,low,45,7,Technical,Email,Agent_Jones,T1,No,,,No
TKT-0246,04-01-2024 12:00:00,68.1,04-01-2024 22:30:00,10.5,critical,15,1,Network,Chat,Agent_Jones,T2,No,,,No
TKT-0337,2024-07-14 17:43:00,,07-15-2024 15:37:00,21.9,high,40,3,Hardware,Email,Agent_Jones,T1,No,,,Yes
TKT-0458,09/02/2024 13:36,,09/02/2024 21:42,8.1,medium,40,3,Billing,Phone,Agent_Ali,T2,No,,,No
TKT-0211,2024-12-19 18:15:00,13.0,12-21-2024 16:03:00,45.8,medium,40,3,Network,Chat,Agent_Smith,T1,No,,,No
TKT-0108,10/10/2024 10:17,8.2,10-14-2024 06:23:00,92.1,high,40,3,Technical,Phone,Agent_Kumar,T1,No,,,Yes
TKT-0134,07-23-2024 18:53:00,50.9,2024-07-24 03:47:00,8.9,medium,40,3,Technical,Email,Agent_Smith,T2,No,,,No
TKT-0085,04-21-2024 08:37:00,49.1,04-22-2024 12:07:00,27.5,medium,40,3,Account,Portal,Agent_Jones,T2,No,,,Yes
TKT-0104,12-26-2024 12:39:00,10.5,2024-12-31 07:33:00,114.9,medium,40,3,Billing,Portal,Agent_Chen,T2,No,,,No
TKT-0247,2024-09-30 10:17:00,81.3,02/10/2024 10:35,48.3,medium,40,3,Technical,Email,Agent_Kumar,T3,Yes,Internal,T2>T3,No
TKT-0045,09-16-2024 09:55:00,71.3,16/09/2024 16:07,6.2,low,45,7,Account,Portal,Agent_Chen,T1,No,,,Yes
TKT-0112,17/02/2024 18:27,102.2,,,low,45,7,Network,Email,Agent_Brown,T2,No,,,No
TKT-0353,04-07-2024 17:16:00,17.9,09/04/2024 03:52,34.6,high,40,3,Billing,Chat,Agent_Smith,T1,Yes,Customer Requested,T2>T3,No
TKT-0160,2024-08-31 17:54:00,32.9,,,high,40,3,Account,Email,Agent_Patel,T1,No,,,No
TKT-0141,08-11-2024 08:33:00,10.5,13/08/2024 08:27,47.9,critical,15,1,Billing,Phone,Agent_Jones,T1,Yes,Manager,T1>T2,No
TKT-0334,15/03/2024 11:33,19.1,03-18-2024 06:09:00,66.6,low,45,7,Billing,Portal,Agent_Kumar,T3,No,,,No
TKT-0165,2024-02-24 14:14:00,25.2,2024-02-28 19:02:00,100.8,low,45,7,Billing,Email,Agent_Ali,T1,No,,,No
TKT-0239,20/08/2024 12:19,7.7,,,medium,40,3,Technical,Portal,Agent_Jones,T1,No,,,No
TKT-0285,21/11/2024 15:05,75.3,22/11/2024 12:05,21.0,medium,40,3,Billing,Email,Agent_Ali,T2,No,,,No
TKT-0400,02/02/2024 15:28,18.3,02-04-2024 13:52:00,46.4,high,40,3,Billing,Phone,Agent_Kumar,T2,No,,,No
TKT-0313,05/10/2024 14:29,39.9,10-07-2024 07:23:00,40.9,low,45,7,Billing,Chat,Agent_Smith,T2,No,,,Yes
TKT-0076,05-07-2024 09:28:00,53.4,05-07-2024 19:34:00,10.1,high,40,3,Hardware,Chat,Agent_Kumar,T1,No,,,No
TKT-0087,30/01/2024 08:37,38.5,02-02-2024 07:13:00,70.6,high,40,3,Billing,Chat,Agent_Jones,T1,No,,,No
TKT-0261,10-18-2024 17:03:00,22.8,10-20-2024 12:03:00,43.0,medium,40,3,Billing,Email,Agent_Sharma,T1,No,,,Yes
TKT-0118,2024-07-08 17:35:00,23.1,,,low,45,7,Technical,Portal,Agent_Jones,T1,No,,,No
TKT-0406,2024-09-08 15:04:00,,2024-09-13 01:40:00,106.6,high,40,3,Network,Chat,Agent_Brown,T1,Yes,Internal,T2>T3,No
TKT-0483,01-22-2024 15:58:00,13.2,2024-01-23 05:52:00,13.9,medium,40,3,Billing,Chat,Agent_Ali,T3,Yes,Internal,T1>T2,Yes
TKT-0035,2024-07-23 13:14:00,26.7,25/07/2024 04:38,39.4,critical,15,1,Network,Email,Agent_Kumar,T2,No,,,No
TKT-0489,08-12-2024 16:33:00,,13/08/2024 13:03,20.5,critical,15,1,Billing,Chat,Agent_Jones,T1,Yes,Manager,T2>T3,No
TKT-0006,09-15-2024 17:01:00,11.0,24/09/2024 12:25,211.4,low,45,7,Billing,Phone,Agent_Ali,T2,No,,,No
TKT-0427,18/04/2024 10:42,28.4,21/04/2024 19:54,81.2,medium,40,3,Technical,Email,Agent_Jones,T1,No,,,No
TKT-0317,2024-11-29 10:31:00,11.1,01/12/2024 19:43,57.2,medium,40,3,Account,Chat,Agent_Kumar,T1,No,,,No
TKT-0213,11-03-2024 09:50:00,35.2,07/11/2024 19:32,105.7,high,40,3,Technical,Email,Agent_Jones,T2,No,,,No
TKT-0097,08/03/2024 18:41,24.5,03-11-2024 05:41:00,59.0,medium,40,3,Account,Email,Agent_Sharma,T1,No,,,No
TKT-0336,03-28-2024 10:05:00,34.7,04-02-2024 15:05:00,125.0,low,45,7,Technical,Phone,Agent_Smith,T1,No,,,No
TKT-0433,2024-12-02 12:01:00,32.7,2024-12-02 20:31:00,8.5,medium,40,3,Hardware,Chat,Agent_Ali,T1,No,,,Yes
TKT-0463,02-24-2024 11:27:00,5.3,2024-02-25 04:27:00,17.0,high,40,3,Billing,Email,Agent_Kumar,T1,Yes,Customer Requested,T1>T2,No
TKT-0177,30/04/2024 12:21,47.3,03/05/2024 15:33,75.2,high,40,3,Billing,Phone,Agent_Chen,T1,No,,,Yes
TKT-0110,14/04/2024 18:40,40.2,,,low,45,7,Account,Email,Agent_Jones,T2,No,,,No
TKT-0036,2024-09-17 15:05:00,26.2,20/09/2024 02:17,59.2,high,40,3,Hardware,Phone,Agent_Brown,T2,Yes,Internal,T1>T2,No
TKT-0352,11-06-2024 13:14:00,,2024-11-09 01:02:00,59.8,high,40,3,Account,Chat,Agent_Chen,T1,No,,,Yes
TKT-0055,03-25-2024 12:33:00,18.5,03-25-2024 15:39:00,3.1,medium,40,3,Network,Portal,Agent_Patel,T1,Yes,Manager,T1>T2,No
TKT-0032,2024-08-22 10:16:00,61.9,,,low,45,7,Hardware,Chat,Agent_Sharma,T3,No,,,No
TKT-0302,2024-08-24 09:41:00,37.0,08-25-2024 16:41:00,31.0,medium,40,3,Billing,Portal,Agent_Kumar,T1,No,,,Yes
TKT-0478,29/06/2024 16:04,29.5,2024-07-02 04:28:00,60.4,medium,40,3,Billing,Phone,Agent_Patel,T1,No,,,No
TKT-0414,2024-08-08 15:56:00,29.1,08-10-2024 15:02:00,47.1,medium,40,3,Technical,Email,Agent_Sharma,T2,No,,,No
TKT-0364,2024-08-27 09:09:00,7.4,2024-08-31 10:15:00,97.1,medium,40,3,Technical,Chat,Agent_Jones,T2,Yes,Customer Requested,T1>T2,No
TKT-0344,08/05/2024 15:54,24.0,05-11-2024 10:12:00,66.3,medium,40,3,Hardware,Phone,Agent_Jones,T1,No,,,No
TKT-0052,10/02/2024 09:46,52.4,2024-02-12 19:28:00,57.7,high,40,3,Network,Chat,Agent_Ali,T2,No,,,No
TKT-0449,2024-12-07 12:02:00,23.6,12-09-2024 08:02:00,44.0,medium,40,3,Network,Portal,Agent_Sharma,T1,Yes,Internal,T1>T2,No
TKT-0397,2024-10-28 13:01:00,11.7,,,high,40,3,Technical,Chat,Agent_Kumar,T1,No,,,No
TKT-0277,19/05/2024 16:34,20.9,05-23-2024 13:34:00,93.0,high,40,3,Billing,Email,Agent_Ali,T2,No,,,No
TKT-0153,08-26-2024 15:28:00,68.2,,,low,45,7,Account,Phone,Agent_Sharma,T2,No,,,No
TKT-0023,12-15-2024 18:04:00,25.0,2024-12-21 07:10:00,133.1,low,45,7,Hardware,Portal,Agent_Jones,T2,No,,,No
TKT-0234,17/02/2024 12:14,,20/02/2024 00:44,60.5,medium,40,3,Technical,Email,Agent_Kumar,T1,No,,,No
TKT-0312,09-04-2024 13:21:00,17.9,2024-09-11 09:15:00,163.9,low,45,7,Network,Portal,Agent_Smith,T1,Yes,Manager,T1>T3,No
TKT-0201,2024-02-05 18:02:00,27.0,2024-02-05 20:20:00,2.3,medium,40,3,Technical,Phone,Agent_Patel,T1,No,,,No
TKT-0140,04-07-2024 12:02:00,9.9,10/04/2024 06:56,66.9,critical,15,1,Technical,Chat,Agent_Brown,T3,No,,,No
TKT-0196,13/07/2024 13:13,,18/07/2024 02:25,109.2,medium,40,3,Account,Portal,Agent_Kumar,T1,No,,,No
TKT-0391,2024-04-16 17:13:00,12.2,19/04/2024 01:31,56.3,critical,15,1,Account,Email,Agent_Sharma,T2,Yes,Manager,T1>T3,No
TKT-0473,10-23-2024 15:43:00,22.3,10-31-2024 20:13:00,196.5,low,45,7,Account,Portal,Agent_Chen,T1,No,,,No
TKT-0291,09/05/2024 13:07,25.4,12/05/2024 01:37,60.5,low,45,7,Billing,Chat,Agent_Brown,T2,No,,,No
TKT-0083,12-22-2024 16:42:00,12.3,12-23-2024 05:54:00,13.2,medium,40,3,Technical,Chat,Agent_Sharma,T1,Yes,Manager,T1>T2,No
TKT-0084,06/09/2024 10:12,43.9,2024-09-11 21:48:00,131.6,low,45,7,Technical,Portal,Agent_Smith,T2,No,,,No
TKT-0303,09-12-2024 12:32:00,22.8,2024-09-17 05:26:00,112.9,medium,40,3,Account,Email,Agent_Smith,T1,No,,,No
TKT-0109,05/11/2024 11:45,27.6,13/11/2024 06:21,186.6,low,45,7,Technical,Phone,Agent_Smith,T2,No,,,No
TKT-0388,2024-11-23 17:01:00,,2024-11-25 17:07:00,48.1,low,45,7,Billing,Email,Agent_Ali,T2,No,,,No
TKT-0021,05/07/2024 10:23,29.2,06/07/2024 04:23,18.0,medium,40,3,Account,Phone,Agent_Chen,T1,No,,,Yes
TKT-0492,12-13-2024 17:03:00,31.1,16/12/2024 06:33,61.5,medium,40,3,Account,Chat,Agent_Ali,T1,No,,,No
TKT-0202,2024-05-06 11:53:00,68.5,11/05/2024 07:59,116.1,low,45,7,Billing,Email,Agent_Smith,T1,No,,,No
TKT-0133,05-22-2024 13:41:00,31.2,05-28-2024 01:17:00,131.6,low,45,7,Technical,Email,Agent_Jones,T2,No,,,No
TKT-0423,09/12/2024 09:26,98.1,12-10-2024 19:56:00,34.5,low,45,7,Network,Email,Agent_Patel,T1,No,,,No
TKT-0454,03-30-2024 10:24:00,13.9,03-30-2024 23:18:00,12.9,critical,15,1,Hardware,Chat,Agent_Kumar,T1,No,,,Yes
TKT-0102,05/02/2024 11:23,,02-08-2024 02:53:00,63.5,medium,40,3,Technical,Portal,Agent_Ali,T2,No,,,No
TKT-0385,26/11/2024 13:03,84.7,2024-11-29 22:45:00,81.7,high,40,3,Network,Phone,Agent_Smith,T2,Yes,Internal,T2>T3,No
